"Keyword","Scopus","IFSMS"
"SCHOOL",NA,1
"SCHOOL STUDENTS",NA,1
"SCIENCE",NA,1
"SCIENCE EDUCATION",NA,1
"SCIENTIFIC FOUNDATIONS",NA,1
"SCOPING STUDIES",NA,1
"SCOPOLAMIEN",NA,1
"SCOPOLAMINE HYDROBROMIDE",NA,2
"SCOPOLIA EXTRACT",NA,1
"SCOPOLIA TANGUTICA",NA,2
"SCOPUS",NA,1
"SCOULERINE",NA,1
"SCRAPING OFF",NA,1
"SCREEN-PRINTED CARBON ELECTRODE",NA,1
"SCREEN-PRINTED SENSOR",NA,1
"SCREEN-PRINTED SPARKED ELECTRODES",NA,1
"SCREEN OF GREEN (SCROG)",NA,1
"SCREEN PRINTED ELECTRODE",NA,3
"SCREEN PRINTED ELECTRODE (SPE)",NA,1
"SCREENING AND OPTIMIZATION",NA,1
"SCREENING ASSAYS",NA,1
"SCREENING COUNTERFEIT DRUGS",NA,1
"SCREENING NMR MIXTURES",NA,1
"SCREENING PROCESS",NA,1
"SCREENING STRATEGY",NA,1
"SCREENING SYSTEM",NA,1
"SCUTELLARIA LATERIFLORA",NA,1
"SCX-MODIFIED SILICA",NA,1
"SCXRD",NA,1
"SDB-006",NA,1
"SDME",NA,1
"SE SPECIATION",NA,1
"SEARCH DOGS",NA,1
"SEARCH ENGINE",NA,1
"SEARCHABLE DATABASES",NA,1
"SEASONAL VARIATIONS",NA,1
"SEAWATER",NA,3
"SECOBARBITONE",NA,1
"SECOND-ORDER CALIBRATION",NA,1
"SECOND-YEAR UNDERGRADUATE",NA,1
"SECOND ORDER DESIGN",NA,1
"SECONDARY AND PRIMARY AMINES",NA,1
"SECONDARY ELECTROSPRAY IONIZATION",NA,1
"SECONDARY MASS SPECTRAL LIBRARIES",NA,1
"SECONDARY METABOLISM",NA,4
"SECONDARY METABOLITES",NA,2
"SECONDHAND SMOKE",NA,1
"SECRETAGOGUES",NA,1
"SECRETORY GLAND",NA,1
"SECT. STUNTZII",NA,1
"SECTION CYANOPODAE",NA,1
"SECULAR TRENDS",NA,1
"SEDATIVE-HYPNOTIC DRUG",NA,1
"SEDATIVE HYPNOTIC DRUG",NA,1
"SEDIMENT FINGERPRINTING",NA,1
"SEDIMENT PROPERTIES",NA,1
"SEDIMENT PROVENANCE",NA,1
"SEDIMENT SOURCES",NA,1
"SEE",NA,1
"SEED",NA,7
"SEED AND STRAW YIELDS",NA,1
"SEED DETECTION",NA,1
"SEED EMBRYO",NA,1
"SEED OIL",NA,1
"SEIZED COCAINE HYDROCHLORIDE",NA,1
"SEIZED COCAINE SAMPLES",NA,1
"SEIZED HEROIN",NA,2
"SEIZED HEROIN SAMPLES",NA,1
"SEIZED PRODUCTS",NA,2
"SEIZURE DATA",NA,1
"SEIZURE DRUG SUBSTANCES",NA,1
"SEIZURE SAMPLE",NA,1
"SEIZURE SAMPLES",NA,1
"SEIZURES COMPARISONS",NA,2
"SELECTED ION MONITORING",NA,1
"SELECTED REACTION MONITORING",NA,1
"SELECTIVE AMPLIFIER",NA,1
"SELECTIVE ANALYTICAL METHODOLOGIES",NA,1
"SELECTIVE DETECTION",NA,1
"SELECTIVE REMOVAL",NA,1
"SELECTIVE TWO-DIMENSIONAL LIQUID CHROMATOGRAPHY",NA,1
"SELECTIVITY DIFFERENCES",NA,1
"SELECTIVITY RECOGNITION",NA,1
"SELECTOR COVERAGE",NA,1
"SELEX",NA,1
"SELF-ORGANISING MAP",NA,1
"SELF-WEIGHTED ALTERNATING TRILINEAR DECOMPOSITION",NA,1
"SEMI-AUTOMATED PORTABLE INSTRUMENT",NA,1
"SEMI-PACKED",NA,1
"SEMICONDUCTORS",NA,1
"SEMISYNTHESIS",NA,1
"SENIOR RESIDENCES",NA,1
"SENSING KITS",NA,1
"SENSING RESPONSE",NA,1
"SENSITIVE ASSAY",NA,1
"SENSOR ARRAY",NA,1
"SENSOR BASED IN MWCNT-MIP",NA,1
"SENSORS AND ACTUATORS",NA,1
"SENSORS AND BIOSENSORS",NA,1
"SENSORY ANALYSIS",NA,1
"SENTIMENT ANALYSIS",NA,1
"SEPARATION ANALYSIS",NA,1
"SEPARATION COLUMNS",NA,1
"SEPARATION METHODS",NA,2
"SEPARATION STRATEGY",NA,1
"SEPARATION TECHNIQUE",NA,1
"SEQUENTIAL DERIVATIZATION",NA,1
"SEQUENTIAL ELECTROSPRAY",NA,1
"SEQUENTIAL INJECTION",NA,1
"SEQUENTIAL INJECTION SOLIDIFIED FLOATING ORGANIC DROP",NA,1
"SERDS",NA,1
"SERENOA REPENS",NA,1
"SERIAL CRIME ANALYSIS",NA,1
"SERIOUS GAMES",NA,1
"SEROTONERGIC PSYCHEDELICS",NA,1
"SERS PLATFORM",NA,1
"SERS, RAPID, SENSITIVE AND MOLECULARLY SPECIFIC METHODS",NA,1
"SERS, SCATTERING, ORDERS OF MAGNITUDE AND QUENCHING FLUORESCENCE",NA,1
"SERTRALINE HYDROCHLORIDE",NA,1
"SERVING CAUSE OF JUSTICE",NA,1
"SET CONDITIONS",NA,1
"SETTING: NATIONAL",NA,1
"SEWAGE-BASED EPIDEMIOLOGY",NA,5
"SEWAGE ANALYSIS",NA,4
"SEWAGE BIOMARKERS",NA,1
"SEWAGE FARM",NA,1
"SEWAGE INFLUENTS",NA,2
"SEWAGE MARKER",NA,1
"SEWAGE TREATMENT PLANTS",NA,1
"SEWAGE WATER",NA,2
"SEWAGE WATER ANALYSIS",NA,1
"SEWER EPIDEMIOLOGY",NA,1
"SEWER INFORMATION MINING",NA,1
"SEWER POROSITY",NA,1
"SEX CHROMOSOMES",NA,1
"SEX CRIMES",NA,1
"SEXUAL STIMULANTS",NA,1
"SHAMANISM",NA,2
"SHAPE",NA,1
"SHAPE-SPECIFIC SILVER NANOPARTICLES",NA,1
"SHIELDING EFFECT",NA,1
"SHITEI-YAKUBUTSU",NA,3
"SHORT CHAIN DEHYDROGENASE/REDUCTASE",NA,1
"SHORT COLUMN",NA,1
"SHORT COLUMNS",NA,1
"SHORT DAY PLANT",NA,1
"SHORT TANDEM REPEAT MULTIPLEX",NA,1
"SIBUTRAMINE ANALOGUE",NA,1
"SIBUTRAMINE HYDROCHLORIDE",NA,1
"SICHUAN",NA,1
"SIDA CORDIFOLIA",NA,1
"SIEVE ELEMENT",NA,1
"SIGMATROPIC REARRANGEMENT",NA,1
"SIGNAL PROCESSING",NA,1
"SIGNAL SUPPRESSION",NA,1
"SIGNAURE PROGRAM",NA,1
"SILENCING",NA,1
"SILICA COATED GOLD NANORODS",NA,1
"SILICA COLUMN",NA,1
"SILICA NANOPARTICLE",NA,2
"SILICON CARBIDE NANOTUBE",NA,1
"SILICONE OIL",NA,1
"SILVER COLLOID",NA,2
"SILVER FIBER",NA,1
"SILYBUM MARIANUM",NA,1
"SILYL-DERIVATIZATION",NA,1
"SILYLATION",NA,5
"SIMILARITY",NA,3
"SIMILARITY ASSESSMENT",NA,1
"SIMILARITY COEFFICIENT METHOD",NA,1
"SIMILARITY MATCHING",NA,1
"SIMPLE DETECTION",NA,1
"SIMPLE SAMPLE PREPARATION",NA,1
"SIMPLE SEQUENCE REPEATS",NA,2
"SIMPLEX",NA,1
"SIMPLEX OPTIMIZATION",NA,1
"SIMULATED GASTRIC AND INTESTINAL FLUIDS",NA,1
"SIMULATED MOVING BED",NA,1
"SIMULATION METHODS AND PROGRAMS",NA,1
"SIMULTANEOUS",NA,1
"SIMULTANEOUS ASSAY",NA,1
"SIMULTANEOUS CHIRAL ANALYSIS",NA,1
"SIMULTANEOUS DETERMINATION OF PARACETAMOL",NA,1
"SIMULTANEOUS EQUATION METHOD",NA,1
"SIMULTANEOUS ESTIMATION",NA,1
"SIMULTANEOUS QUANTIFICATION",NA,2
"SIMVASTATIN",NA,1
"SINGLE-CHAIN FV ANTIBODY",NA,1
"SINGLE-COLOR REFLECTOMETRY",NA,1
"SINGLE-CRYSTAL TRANSITION",NA,1
"SINGLE-CRYSTAL X-RAY DIFFRACTION",NA,1
"SINGLE-DROP MICROEXTRACTION (SDME)",NA,1
"SINGLE-ISOMER AMINO CYCLODEXTRINS",NA,1
"SINGLE-LABORATORY VALIDATION",NA,1
"SINGLE-MOLECULE LONG-READ ISOFORM SEQUENCING (ISOSEQ)",NA,1
"SINGLE ISOMER",NA,1
"SINGLE QUADRAPOLE MASS DETECTION",NA,1
"SINGLE RUN",NA,1
"SINGLE SHOT MULTIBOX DETECTOR (SSD)",NA,1
"SINGLET OXYGEN",NA,1
"SINOMENINE DERIVATIVES",NA,1
"SINOMENIUM ACUTUM",NA,1
"SINOMENIUM ACUTUM (THUMB.) REHD. ET WILS. MENISPERMACEAE",NA,1
"SITE-SATURATION MUTAGENESIS",NA,1
"SITUATION ASSESSMENT",NA,1
"SIZE-EXCLUSION CHROMATOGRAPHY",NA,1
"SIZE ESTIMATION",NA,1
"SIZE EXCLUSION CHROMATOGRAPHY",NA,1
"SLEEP INDUCERS",NA,1
"SLIMMERS",NA,1
"SLIMMING AIDS",NA,1
"SLIMMING HERBAL PRODUCTS",NA,1
"SLIMMING PHYTOTHERAPEUTIC FORMULATIONS",NA,1
"SLIMMING PRODUCTS",NA,2
"SLIMMING SUPPLEMENT",NA,1
"SLIMMING TEA",NA,1
"SLOW RELEASE",NA,1
"SLUDGE",NA,1
"SMALL AMOUNTS OF DRUGS HAVING PSYCHOTROPIC ACTIVITIES",NA,1
"SMALL MOLECULE-DNA INTERACTIONS",NA,1
"SMART PHONE CAMERA",NA,1
"SMART PROBE",NA,1
"SMARTDRUG",NA,1
"SMARTPHONE-BASED",NA,1
"SMARTPHONE-BASED INSTRUMENTATION",NA,1
"SMARTPHONE SENSING",NA,1
"SMARTSHOP",NA,1
"SMARTSHOPS",NA,1
"SMNPS",NA,1
"SMOKING BLENDS",NA,1
"SMOKING MIXTURES",NA,1
"SMUGGLED SAMPLE ANALYSIS",NA,1
"SNIF-NMR",NA,1
"SNPSTR HAPLOTYPE",NA,1
"SNYDER-DOLAN CLASSIFICATION SCHEME",NA,1
"SNYDER THEORY IN LSCHROM SOFTWARE",NA,1
"SOCIAL CRISIS",NA,1
"SOCIAL MASS EVENT",NA,1
"SOCIAL MEDIA",NA,10
"SOCIAL MEDIA, ALCOHOL, MARIJUANA, TWITTER, PREVENTION RESEARCH. MANUSCRIPT FORMAT: RESEARCH",NA,1
"SOCIAL NETWORKING (ONLINE)",NA,1
"SOCIAL SPAM",NA,1
"SOCIOECONOMIC CONSIDERATIONS",NA,1
"SOCIOECONOMIC STATUS",NA,1
"SODIUM ALGINATE",NA,1
"SODIUM BARBITURATE",NA,1
"SODIUM BENZOATE",NA,1
"SODIUM CHOLATE",NA,1
"SODIUM DEOXYCHOLATE",NA,2
"SODIUM DODECYL SULFATE",NA,3
"SODIUM DODECYL SULPHATE",NA,1
"SODIUM LAURYL ETHER SULFATE",NA,1
"SODIUM STARCH GLYCOLATE",NA,1
"SODIUM TETRAPHENYLBORATE",NA,1
"SODIUM THIOSULPHATE",NA,1
"SOFT INDEPENDENT CLASS ANALOGY MODEL",NA,1
"SOFT INDEPENDENT MODELLING OF CLASS ANALOGY",NA,1
"SOFT MEDICINAL FORMULATIONS",NA,1
"SOIL ENVIRONMENT",NA,1
"SOIL TESTING",NA,1
"SOL-GEL TECHNOLOGY",NA,2
"SOLÃ¢Â‚¬Â€ŒGEL",NA,1
"SOLANACEAE",NA,5
"SOLANACEAES SEEDS",NA,1
"SOLID-LIQUID EXTRACTION",NA,1
"SOLID-PHASE EXTRACTION PROTOCOL",NA,1
"SOLID-PHASE IMPRINTING",NA,1
"SOLID-STATE",NA,3
"SOLID-STATE CHARACTERIZATION",NA,1
"SOLID-STATE NMR",NA,2
"SOLID-STATE SENSOR",NA,1
"SOLID-STATE SPECTROSCOPY",NA,1
"SOLID–LIQUID EXTRACTION",NA,1
"SOLID DEPOSITION GCÃ¢Â‚¬Â€ŒIRD",NA,1
"SOLID DOSAGE FORM",NA,1
"SOLID PHASE",NA,1
"SOLID PHASE DYNAMIC EXTRACTION",NA,1
"SOLID PHASE MICROEXTRACTION-ION MOBILITY SPECTROMETRY (SPME-IMS)",NA,1
"SOLID SAMPLE ANALYSIS",NA,1
"SOLID SENSORS",NA,1
"SOLID STATE NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY",NA,1
"SOLID WASTE",NA,1
"SOLUTION AND MOBILE PHASE STABILITY",NA,1
"SOLUTION NMR SPECTROSCOPY",NA,1
"SOLUTION SPECTROSCOPIC ANALYSIS",NA,1
"SOLUTION THERMODYNAMICS",NA,1
"SOLVATION",NA,1
"SOLVATION EFFECTS",NA,1
"SOLVATION PARAMETER MODEL",NA,1
"SOLVENT-FREE PROCESS",NA,1
"SOLVENT-FREE REACTION",NA,1
"SOLVENT CHEMISTRY",NA,1
"SOLVENT COMPOSITION",NA,1
"SOLVENT EFFECTS",NA,1
"SOLVENT ELIMINATION",NA,1
"SOLVENT SUPPRESSION",NA,1
"SOLVENTS RESIDUES",NA,1
"SOLVOTHERMAL METHOD",NA,1
"SOMALI",NA,1
"SOMATIC EMBRYOGENESIS",NA,3
"SOMATROPIN",NA,1
"SONOCHEMICAL METHOD",NA,1
"SOPHISTICATION",NA,1
"SORBENT TUBES",NA,1
"SOURCE RELATIONS",NA,2
"SOURCES",NA,1
"SOUTH TYROL",NA,1
"SOUTHEAST ASIA",NA,1
"SOUTHERN THAILAND",NA,1
"SOUTHWEST ASIA",NA,1
"SOXHLET",NA,1
"SP",NA,1
"SPARSE-PRINCIPAL COMPONENT ANALYSIS",NA,1
"SPARSE SAMPLING",NA,1
"SPARTEINE",NA,1
"SPATIAL ANALYSIS",NA,2
"SPATIAL DISTRIBUTION",NA,1
"SPATIAL RESOLUTION",NA,1
"SPATIALLY RESOLVED SPECTROSCOPY",NA,1
"SPATIOTEMPORAL CHANGES",NA,1
"SPATIOTEMPORAL CLUSTER ANALYSIS",NA,1
"SPD489",NA,1
"SPE CLEAN-UP",NA,2
"SPE/LC-(ESI)MS-MS",NA,1
"SPE/TLC",NA,1
"SPE/TLC PROFILING",NA,2
"SPECIALIST",NA,1
"SPECIALIZED METABOLISM",NA,1
"SPECIFIC DATABASE OF REFERENCE SPECTRA",NA,1
"SPECIFICATION",NA,1
"SPECTRA",NA,2
"SPECTRA COMPARISON",NA,1
"SPECTRA INTERPRETATION",NA,1
"SPECTRA MODELING",NA,1
"SPECTRA OF RAMAN SCATTERING",NA,1
"SPECTRAL ANALYSES",NA,1
"SPECTRAL DATA",NA,1
"SPECTRAL DATABASE",NA,1
"SPECTRAL FLUORESCENCE SIGNATURE",NA,1
"SPECTRAL FLUORESCENT SIGNATURES (SFS).",NA,1
"SPECTRAL IMAGES",NA,1
"SPECTRAL LIBRARY SEARCHING",NA,2
"SPECTRAL PATTERNS",NA,1
"SPECTRAL RESOLUTION",NA,1
"SPECTRAL SEARCH ALGORITHM",NA,1
"SPECTRO-ELECTROCHEMISTRY",NA,2
"SPECTROCHROMATOGRAM",NA,1
"SPECTROELECTROCHEMISTRY",NA,2
"SPECTROFLUORIMETRIC",NA,1
"SPECTROFLUOROMETER",NA,1
"SPECTROPHOMETRIC",NA,1
"SPECTROPHOTOMETRIC",NA,2
"SPECTROSCOPIC CHARACTERISATION",NA,1
"SPECTROSCOPIC DATA",NA,1
"SPECTRUM ANALYSIS",NA,1
"SPIKED BEVERAGE",NA,1
"SPIKED HUMAN PLASMA",NA,1
"SPIN DYNAMICS",NA,1
"SPIRANS",NA,1
"SPLS-DA",NA,1
"SPME-GC/MS",NA,1
"SPME-HPLC",NA,1
"SPME HEADSPACE",NA,1
"SPOROBOLUS POIRETII",NA,1
"SPORTS DOPING",NA,2
"SPORTS NUTRITION",NA,1
"SPP.",NA,1
"SPRAY OR JET-BASED AMBIENT IONIZATION TECHNIQUES-DESI, DESSI",NA,1
"SPRAY REAGENTS",NA,1
"SQUALANE",NA,1
"SQUARE-ROOT TIME LAW",NA,1
"SQUARE-WAVE",NA,1
"SRI-TOF-MS",NA,2
"SRM",NA,1
"SS-RTP",NA,1
"SSR",NA,1
"ST JOHN'S WORT (HYPERICUM PERFORATUM)",NA,1
"STABILITY-INDICATING ASSAY",NA,2
"STABILITY-INDICATING METHOD",NA,5
"STABILITY CONSTANT",NA,1
"STABILITY IN SLUDGE",NA,1
"STABILITY INDICTING",NA,1
"STABILITY TEST UNDER TEMPERATURE INFLUENCE",NA,1
"STABILIZATION ENERGIES",NA,1
"STABLE ISOTOPE GEOCHEMISTRY",NA,1
"STABLE ISOTOPE LABELING",NA,1
"STABLE ISOTOPE RATIO MEASUREMENTS",NA,1
"STABLE ISOTOPIC COMPOSITION",NA,1
"STABLE ISOTOPIC RATIO MASS SPECTROMETRY",NA,1
"STANDARD ADDITION CALIBRATION",NA,1
"STANDARD FREE",NA,1
"STANDARD REFERENCE MATERIAL",NA,1
"STANDARDIZED COLOR DETERMINATION",NA,1
"STANDARDIZED SOFTWARE",NA,1
"STANDARDLESS QUANTIFICATION",NA,1
"STANDARDS (OR DRUG STANDARDS)",NA,1
"STANOZOLOL",NA,2
"STANOZOLOL METABOLITE",NA,1
"STARCH",NA,1
"STARTING MATERIAL",NA,1
"STATIC SURFACE CULTURE FERMENTATION",NA,1
"STATIONARY PHASE CHARACTERIZATION",NA,1
"STATIONARY PHASES, ELECTROCHROMATOGRAPHY",NA,1
"STATIONARY WAVELET TRANSFORM",NA,1
"STATISTICAL DESIGNS",NA,1
"STATISTICAL INFERENCE",NA,1
"STATISTICAL METHODS",NA,1
"STATISTICAL PROCEDURES",NA,1
"STATISTICAL TREATMENT",NA,1
"STATISTICAL VALIDATION",NA,3
"STATUTORY LIMITS",NA,1
"STEARIC ACID",NA,1
"STEM",NA,2
"STEM ANATOMY",NA,1
"STEP THERAPY",NA,1
"STEPHANIA YUNNANENSIS LO",NA,1
"STEREOCHEMISTRY",NA,1
"STEREOCHEMISTRY ASSESSMENT",NA,1
"STEREODIVERGENT SYNTHESIS",NA,1
"STEREOGENIC CENTERS",NA,1
"STEREOISOMERS",NA,3
"STEREOLITHOGRAPHY",NA,1
"STEREOSELECTIVE ADDITION",NA,1
"STEREOSELECTIVE ANALYSIS",NA,1
"STEREOSELECTIVE BIOREDUCTION",NA,1
"STEREOSELECTIVE BIOTRANSFORMATION",NA,1
"STEREOSELECTIVE DEGRADATION",NA,1
"STEREOSELECTIVE REDUCTION",NA,1
"STEREOSELECTIVE SEPARATION",NA,1
"STEREOSELECTIVE SYNTHESIS",NA,2
"STEREUMENE B",NA,1
"STERILITY TEST",NA,1
"STERN-VOLMER PLOT",NA,1
"STEROID HORMONE DETECTION",NA,1
"STEROID HORMONES",NA,12
"STEROID ISOTOPIC STANDARDS",NA,1
"STEROID METABOLISM",NA,1
"STEROID QUANTIFICATION",NA,1
"STEROIDAL DRUGS",NA,1
"STEROIDAL ESTROGENS",NA,1
"STEROIDAL RING CONFORMATION",NA,1
"STIGMATISATION",NA,1
"STILBENES",NA,1
"STIMULANT PHENETHYLAMINE ALKALOIDS",NA,1
"STIMULANT USE",NA,1
"STIR BAR MAGNETIC SOLID PHASE EXTRACTION",NA,1
"STORAGE OF ODOR SAMPLES",NA,1
"STRAINS",NA,1
"STRAMENLACTONE",NA,1
"STRATEGY: BEHAVIOR CHANGE",NA,1
"STREAM ECOLOGY",NA,1
"STREAMS",NA,1
"STREET-GRADE ILLEGAL TABLETS",NA,1
"STREET ANALOGS",NA,1
"STREET DRUG SAMPLES",NA,2
"STREET DRUGS ANALYSIS",NA,1
"STREET LEVEL",NA,1
"STREET LIKE SYNTHESIS",NA,1
"STREETRX",NA,1
"STRESS TESTING",NA,2
"STRESSED SAMPLES",NA,1
"STRICTOSIDINE SYNTHASE",NA,1
"STRIP-BASED SENSORS",NA,1
"STRONG CATION-EXCHANGE",NA,1
"STRONG CATION EXCHANGE-HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (SCX-HPLC)",NA,1
"STRONG CHIRAL CATION EXCHANGER",NA,1
"STRONTIUM ISOTOPE ABUNDANCE RATIOS",NA,1
"STRUCTURAL CHARACTERISTICS",NA,1
"STRUCTURAL CHARACTERIZATION",NA,2
"STRUCTURAL CHEMICAL ANALYSER",NA,1
"STRUCTURAL DIFFERENTIATION",NA,1
"STRUCTURAL ISOMERISM",NA,1
"STRUCTURAL MODIFICATION",NA,1
"STRUCTURAL RELATIONSHIPS",NA,1
"STRUCTURE-PROPERTY RELATIONSHIPS",NA,1
"STRUCTURE-RETENTION RELATIONSHIPS",NA,1
"STRUCTURE-TOXICITY RELATIONSHIP",NA,1
"STRUCTURE DESIGN",NA,1
"STRUCTURE SOLUTION BY POWDER DIFFRACTION",NA,1
"STRUCTUREÃ¢Â‚¬Â€ŒACTIVITY RELATIONSHIP",NA,1
"STUDENT-CENTERED LEARNING",NA,1
"STUDIES OF COUNTERFEIT PHARMACEUTICALS",NA,1
"STUDY CHARACTERISTICS",NA,1
"STUDY DESIGN: CONTENT ANALYSIS",NA,1
"STUPEFACIENT DRUGS",NA,1
"STYRENE-MALEIC ACID POLYMER",NA,1
"SUB-2 ŒºM",NA,1
"SUB-2 ŒºM PARTICLES",NA,1
"SUB-2M PARTICLE C18 COLUMN",NA,1
"SUB-STANDARD MEDICINES",NA,1
"SUB-TWO ŒºM PARTICLES",NA,1
"SUBCLASS CHARACTERISTICS",NA,1
"SUBCUTANEOUS MEMBRANE",NA,1
"SUBJECTIVE RATINGS",NA,1
"SUBLINGUAL FILM",NA,1
"SUBLINGUAL TABLETS",NA,1
"SUBMARINE SEWAGE OUTFALL",NA,1
"SUBSTANCE ABUSE CB1R",NA,1
"SUBSTANCE DATABASE",NA,1
"SUBSTANCE P",NA,1
"SUBSTANDARD MEDICINES",NA,1
"SUBSTITUENT EFFECTS",NA,1
"SUBSTITUTE REFERENCE SUBSTANCE",NA,1
"SUBSTITUTED CATHINONES",NA,2
"SUBSTITUTED PHENETHYLAMINE DERIVATIVES",NA,1
"SUBSTITUTED PHENETHYLAMINES",NA,1
"SUBSTITUTED TRYPTAMINES",NA,2
"SUBTRACTIVE HYBRIDIZATION",NA,1
"SUBTROPICAL ZONE",NA,1
"SUCCINIC ACID",NA,1
"SUDAN RED",NA,1
"SUICIDAL RISK",NA,1
"SULFATED ÃŽÂ²-CYCLODEXTRIN",NA,2
"SULFATED Œ≤-CYCLODEXTRIN",NA,1
"SULFATED Œ≤-CYCLODEXTRIN (HS-Œ≤-CD) ELECTROLYTE",NA,1
"SULFITE",NA,1
"SULFOAILDENAFIL",NA,1
"SULFOBUTYLETHER ÃŽÂ²-CYCLODEXTRIN",NA,1
"SULFOCONJUGATES",NA,1
"SULFONATE ESTER",NA,1
"SULFONYLATION",NA,1
"SULPHURIC ACID",NA,1
"SUMMARY STATISTICS",NA,1
"SUPER PARTIAL LEAST SQUARES REGRESSION DISCRIMINATE ANALYSIS",NA,1
"SUPERCRITICAL CO2",NA,1
"SUPERCRITICAL CO2 EXTRACTION",NA,4
"SUPERCRITICAL FLUID",NA,1
"SUPERFICIALLY POROUS PARTICLES",NA,1
"SUPERSONIC MOLECULAR BEAMS",NA,2
"SUPPLEMENT",NA,2
"SUPPLY-CHAINS",NA,1
"SUPPLY-REDUCTION",NA,1
"SUPPLY-SIDE",NA,1
"SUPPORT FOR DRUG POLICY REFORM",NA,1
"SUPPORTED LIQUID-LIQUID EXTRACTION (SLE)",NA,1
"SUPPORTED LIQUID MEMBRANE",NA,1
"SUPRAMOLECULAR CHEMISTRY",NA,3
"SURFACE",NA,1
"SURFACE-ENHANCE RAMAN SCATTERING",NA,1
"SURFACE-ENHANCED ATR IMAGING",NA,1
"SURFACE-ENHANCED RAMAN SCATTERING (SERS)",NA,1
"SURFACE-ENHANCED RAMAN SPECTROSCOPY (SERS) SPECTRO-ELECTROCHEMISTRY",NA,1
"SURFACE-GROUNDWATER",NA,1
"SURFACE ACTIVATED CHEMICAL IONIZATION",NA,1
"SURFACE ANALYSIS",NA,2
"SURFACE COATING",NA,1
"SURFACE COLOR",NA,1
"SURFACE CONTAMINATION",NA,1
"SURFACE DESORPTION ATMOSPHERIC PRESSURE CHEMICAL IONIZATION",NA,1
"SURFACE ENHANCED RAMAN SCATTERING",NA,2
"SURFACE IONIZATION MASS SPECTROMETRY",NA,2
"SURFACE MODIFICATION",NA,3
"SURFACE MOLECULARLY IMPRINTED POLYMERS",NA,1
"SURFACE SAMPLES",NA,1
"SURFACE WATER SAMPLES",NA,1
"SURFACE WEB",NA,1
"SURFACED-ENHANCED RAMAN SPECTROSCOPY",NA,1
"SURFACTANT BEHAVIOUR",NA,1
"SURFACTANT ENHANCED LIQUID-PHASE MICROEXTRACTION",NA,1
"SURROGATE",NA,1
"SURVEILLANCE SYSTEM",NA,1
"SUSPECT MEDICINES",NA,1
"SUSTAINABILITY INNOVATION LEARNING",NA,1
"SUSTAINABLE AND HEALTHY FOOD INGREDIENTS",NA,1
"SUSTAINABLE LIVELIHOOD",NA,1
"SWCNT",NA,1
"SWEAT SAMPLES",NA,1
"SWEET ORANGES",NA,1
"SWELLABLE POLYMERS",NA,1
"SWELLING",NA,1
"SWEPT SOURCE",NA,1
"SWGDAM",NA,1
"SWIMMING POOL WATER",NA,1
"SWINE FEED",NA,1
"SWITCH SENSOR",NA,1
"SYBRÃ‚Â® GREEN I",NA,1
"SYMBOLIC BOUNDARIES",NA,1
"SYMPATHOMIMETIC DRUGS",NA,1
"SYMPATHOMIMETICS",NA,1
"SYNCHRONOUS FLUORESCENCE SPECTROSCOPY",NA,1
"SYNEPHRINE",NA,6
"SYNERGISTIC EFFECT",NA,3
"SYNTHACAINE",NA,1
"SYNTHESIS DESIGN",NA,1
"SYNTHESIS MARKERS",NA,1
"SYNTHESIS ROUTES",NA,1
"SYNTHESIS WASTE",NA,1
"SYNTHESIZED DRUGS",NA,1
"SYNTHETIC ADDITIVE",NA,1
"SYNTHETIC ADULTERANT",NA,1
"SYNTHETIC BIOLOGY",NA,3
"SYNTHETIC CANNABINOID RECEPTOR AGONISTS (SCRAS)",NA,1
"SYNTHETIC CANNABINOIDS (SCS)",NA,1
"SYNTHETIC CANNABINOIDS/CANNABIMIMETICS",NA,1
"SYNTHETIC IMPURITIES",NA,2
"SYNTHETIC OPIOID, QUALITATIVE",NA,1
"SYNTHETIC STIMULANT",NA,1
"SYNTHETIC TREND",NA,1
"SYRINGEABILITY",NA,1
"SYSTEM PEAKS",NA,1
"SYSTEM PERFORMANCE",NA,1
"SYSTEMATIC EVOLUTION OF LIGANDS BY EXPONENTIAL ENRICHMENT",NA,1
"SYSTEMATIC LITERATURE REVIEW",NA,1
"SYSTEMATIC PLANNING",NA,1
"T-BOC-MDMA",NA,1
"T-CELL SUPPRESSION",NA,1
"T6ODM",NA,1
"TABERNAEMONTANA ALBA",NA,1
"TABERNAEMONTANA ARBOREA",NA,1
"TABERNANTHE IBOGA",NA,1
"TABLET CONSTITUENTS",NA,1
"TABLET DOSAGE FORM",NA,3
"TABLET FORMULATIONS",NA,1
"TABLET STRENGTH",NA,1
"TABLETING",NA,1
"TACTICAL CRIME ANALYSIS",NA,1
"TADALAFIL ANALOGUE",NA,2
"TADALAFIL DETERMINATION",NA,1
"TADALAFIL DRUGS",NA,1
"TADALAFIL ENANTIOMERS",NA,1
"TAGETES",NA,1
"TAGGED NEUTRONS",NA,1
"TAIL IMMERSION TEST",NA,1
"TAIWAN FDA",NA,1
"TALL FESCUE",NA,1
"TALL FESCUE TOXICOSIS",NA,1
"TAMPER-RESISTANT",NA,3
"TAMPER-RESISTANT FORMULATION",NA,2
"TAMPER RESISTANCE",NA,2
"TAMPER RESISTANT DRUGS",NA,1
"TANDEM HYBRID MASS SPECTROMETRY",NA,1
